"Display Name","Phone","Email","Mobile","Salesperson","Activities","City","Street","Street2","Country","Company","Occupation","Industry","TA Type","Tax ID","Type","Created on"
"ALIPAY MERCHANT SERVICES PTE.LTD","","","","","","","","","Vietnam","","","","","","","2024-12-13 08:18:51"
"ALIPAY MERCHANT SERVICES PTE. LTD","","","","","","","","","Vietnam","","","","","","","2025-03-06 10:55:58"
"ALL ASIA VACATION","","KHONG","","","","","KHONG","","","","","","GIT/FIT","KHONG","Travel Agent","2025-12-19 17:27:07"
"All Nippon Airways Co., Ltd.","","","","","","","0","","","","Vận tải hàng không","Vận tải","","KHONG","Corporate","2024-10-30 12:09:58"
"All Nippon Airways Co., LTD. - Jakarta Office","(84-28) 3821.9617","nhu.nguyen@ana.co.jp","","","","","Sentral Senayan II, 9th Floor Jl. Asia Afrika No.8, Gelora Bung Karno Jakarta Pusat 10270, Indonesia","","","","","Vận tải","","","Corporate","2026-01-21 17:55:02"
"Alltop Technology Co., Ltd.","","lilynguyen@otop.com.tw","","","","","3F-1, 3F, No. 102, Sec. 3, Zhongshan Rd., Zhonghe Dist., New Taipei City Taiwan R.O.C.","","","","Công nghệ thông tin","Công nghệ thông tin","","KHONG","Corporate","2024-10-30 16:48:00"
"ALRATE","","","","","","","","","Vietnam","","","","","","","2024-11-07 12:17:09"
"amanda travel","","","","","","","","","Vietnam","","","","","","","2026-01-10 13:03:21"
"Amazing Booking","","","","","","","","","Vietnam","","","","","","","2025-02-13 10:58:43"
"Ambros Technology Pte. Ltd.","","nam.nguyen@bcmhunt.com","","","","","20A Tanjong Pagar Road, Singapore, 088443","","","","","","","202132075D","","2023-12-19 10:40:07"
"American Express Global Business Travel","","","","","","","","","Vietnam","","","","","","","2025-03-12 16:23:12"
"American Taiwan Biopharm Co., Ltd.","","","","","","","","","Vietnam","","","","","","","2024-09-11 20:16:43"
"ANAN SAI GON COMPANY LIMITED","","","","","","","","","Vietnam","","","","","","","2025-05-16 10:17:31"
"ANH SAO","","","","","","","","","Vietnam","","","","","","","2025-08-18 16:14:32"
"ĂN PHÒNG CÔNG CHỨNG NGUYỄN THỊ HẠNH","","","","","","","","","Vietnam","","","","","","","2025-01-19 12:37:18"
"ANSIA DEVELOPMENTS LTD","","Raj@ansialtd.co.uk","","","","","0","","","","Mua bán bất động sản","Bất Động sản","","KHONG","Corporate","2025-02-14 15:46:35"
"Anthony Tran Consulting LLC","","","","","","","","","Vietnam","","","","","","","2025-04-19 15:31:54"
"Aozora Bank, Ltd.","","","","","","","","","Vietnam","","","Tài chính, ngân hàng và bảo hiểm","","","","2025-05-15 16:38:10"
"Arai Hideho","","","","","","","","","","","","","","","","2024-03-01 10:27:04"
"Arçelik Hitachi Home Appliances IBC Co., Ltd.","","mai.ton@arcelik-hitachi.com","","","","","Sathorn Square Office Tower, Units 2506–2510, 25th floor 98, North Sathorn Road, Silom, Bangrak 10500, Bangkok, Thailand","","","","","Bán buôn và bán lẻ","","0105564155059","Corporate","2026-01-22 16:16:02"
"Arc Industry srl","0765666035","info@arc-industry.be","","","","","Chaussés de Malines, 455/1","1950 Kraainem","","","","","","","","2024-06-28 22:23:56"
"Armenian Consulate","","KHONG","","","","","KHONG","","","","Đại Sứ Quán Mỹ","Ngành khác","","KHONG","Corporate","2025-08-13 10:59:23"
"Arup Singapore Pte Ltd","'+65 6411 2500","jhan.chan@arup.com","","","","","182, #06-01 Cecil St, Frasers Tower, Singapore 069547","","","","","","","200100731M","","2026-03-16 16:19:15"
"Aryak Trading Services and Development Company Limited","","accounting.aryak@gmail.com","'+84 97 879 71 1","","","Hồ Chí Minh","Số 34, Đường N1 Senturia Vườn Lài , Khu phố 4, Phường An Phú Đông, Quận 12","","Vietnam","","","","","0318520272","","2025-05-17 15:50:40"
"Arya Travel","","KHONG","","","","","KHONG","","","","","","GIT/FIT","KHONG","Travel Agent","2026-04-02 10:37:17"
"Arya Travel","","","","","","","","","Vietnam","","","","","","","2026-04-02 10:36:41"
"A SA LIGHTING DESIGN COMPANY LIMITED","","","","","","","","","","","","","","","","2023-09-22 18:34:18"
"Ascend Vietnam Ventures","","binh@avv.co","","","","","KHONG","","","","Quỹ đầu tư","Tài chính, ngân hàng và bảo hiểm","","KHONG","Corporate","2025-07-01 14:40:30"
"ASEAN-Australia Strategic Youth Partnership Ltd","","receipts@aasyp.org","","","","","88 Barrow St, Brunswick, Melbourne VIC, 3056, Australia.","","","","Tổ chức phi chính phủ","Ngành khác","","KHONG","Corporate","2024-08-25 10:52:39"
"ASEAN Center For Energy","","anndita.prasetiya@aseanenergy.org","","","","","","","","","","","","","Corporate","2026-02-23 11:20:31"
"Asia Asset Management","","leehock@asiaasset.com","","","","","KHONG","","","","Truyền thông/báo chí","Marketing và truyền thông","","KHONG","Corporate","2025-08-29 11:51:59"
"Asia control system (IMPAC)","","","","","","","0","","","","Tư vấn kỹ thuật","Tư vấn","","KHONG","Corporate","2024-06-27 14:41:01"
"Asia Control Systems","","","","","","","0","","","","Tư vấn kỹ thuật","Tư vấn","","KHONG","Corporate","2024-08-12 20:51:23"
"ASIALABS VN PTE. LTD","","","","","","","","","Vietnam","","","","","","","2024-09-09 13:29:47"
"ASIAN HONDA MOTOR CO., LTD","","adm_tp_thao@honda.com.vn","","","","","14 Sarasin Building, Surasak Road, Silom, Bangrak, Bankok 10500","","","","Sản xuất ô tô, xe máy","Sản xuất và mua bán ô tô","","0105507002389","Corporate","2024-01-08 10:26:43"
"ASIA PAPER TRADING CORPORATION LIMITED","","","","","","","","","","","","","","","","2023-11-17 10:46:19"
"Asia Pioneer Travel","","","","","","","","","Vietnam","","","","","","","2026-01-13 15:55:32"
"Asiatica Travel","","","","","","","","","Vietnam","","","","","","","2025-06-17 17:09:20"
"Asiatik Travel","","","","","","","","","Vietnam","","","","","","","2025-10-24 18:24:03"
"Asiatik Travel","","","","","","","","","Vietnam","","","","","","","2025-10-24 18:21:02"
"ASIA TRAVEL & LEISURE","","KHONG","","","","","KHONG","","","","","","GIT/FIT","KHONG","Travel Agent","2026-02-09 18:56:03"
"Asmara","","","","","","","","","Vietnam","","","","","","","2025-05-14 10:01:02"
"Aspire FT Pte ltd","","","","","","","","","Vietnam","","","","","","","2025-05-27 16:43:43"
"Asue Co., Ltd.","","thang@asue-group.com","","","","","Obic Midosuji Bldg. 6F., 4-2-3, Hiranomachi, Chuo-ku, Osaka 541-0046 Japan","","","","","","","","","2025-06-12 17:34:16"
"AsusTek Computer Inc.","","KHONG","","","","","KHONG","","","","","Công nghệ thông tin","","KHONG","Corporate","2026-01-19 18:34:53"
"AT291225AG","","","","","","","","","Vietnam","","","","","","","2025-12-12 17:58:13"
"Ateneo de Naga University","","","","","","","","","Vietnam","","","","","","","2025-02-23 16:19:47"
"AT SAIGON ADVISORS COMPANY LIMITED","","","","","","","","","","","","","","","","2023-12-06 12:04:52"
"AT SAIGON ADVISORS COMPANY LIMITED","","","","","","","","","","","","","","","","2023-12-06 12:04:42"
"Audi Singapore Pte Ltd","","","","","","","","","Vietnam","","","","","","","2026-01-13 17:34:12"
"Aurify BV","","geert.deherdt@aurify.eu","","","","","Waalsekaai 61 Bus 101 2000, ANTWERPEN, Belgium","","","","","Công nghệ thông tin","","BE1002.352.864","Corporate","2025-12-19 15:41:37"
"Australian Consulate General","","","","","","","0","","","","Lãnh Sự Quán Úc","Ngành khác","","KHONG","Corporate","2025-03-03 15:58:46"
"Australian Government","","Hien.Le@austrade.gov.au","","","","","KHONG","","","","Giáo dục","Giáo dục và đào tạo","","KHONG","Corporate","2025-08-02 22:09:03"
"Australian Trade & Investment Commission (Austrade)","","trang.vu@austrade.gov.au","","","","","Lầu 20, Vincomcenter, 47 Lý Tự Trọng, Phường Sài Gòn, TP Hồ Chí Minh","","","","Các cơ quan đại diện ngoại giao, tổ chức quốc tế tại Việt Nam","Ngành khác","","0313982160","Corporate","2025-08-04 10:41:12"
"AUTHENTIC TRAVEL","","","","","","","","","","","Châu Âu","","GIT/FIT","","Travel Agent","2023-09-29 11:34:53"
"Automotive Asia Limited (Audi Vietnam)","","","","","","","","","","","","","","","","2025-02-12 11:12:25"
"avse","","","","","","","","","","","","","","","","2023-10-10 17:40:38"
"AVSE CORPORATION VIETNAM COMPANY LIMITED","","","","","","","","","","","","","","","","2024-03-07 17:49:12"
"AXEGOLD COMPANY LIMITED","","a0989765698@icloud.com","","","","","Số 15T, Đường Lạc Long Quân, Phường Hoà Bình, TP Hồ Chí Minh","","","","bán buôn vải, hàng may mặc","Thời trang","","0318421200","Corporate","2025-03-08 20:00:54"
"Axiata Digital & Analytics Sdn Bhd","","","","","","","Level 10, Axiata Tower, 9 Jalan Stesen Sentral 5, KL Sentral, 50470 Kuala Lumpur, Malaysia.","","","","","","","","","2023-09-19 13:19:07"
"AXON Networks Pte Ltd","","marcell.varga@axon-networks.com","","","","","180 Cecil St #17-01 Bangkok Bank Building (S) 069546","","","","","","","200911697D","","2026-03-09 17:23:00"
"Azura Holdings","","theresa.ng80@gmail.com","","","","","","","United States (USA)","","Tư Vấn Đầu Tư","Tài chính, ngân hàng và bảo hiểm","","KHONG","Corporate","2024-09-07 16:18:10"
"Azure consulting service pte ltd","","","","","","","","","Vietnam","","","","","","","2024-10-22 11:45:25"
"AZURE TRAVEL","","KHONG","","","","","KHONG","","","","","","GIT/FIT","KHONG","Travel Agent","2025-05-01 10:58:25"
"BAC HAI VIETNAM JOINT STOCK COMPANY","","","","","","","","","Vietnam","","","","","","","2024-09-11 15:57:32"
"BAF","","","","","","","","","","","","","","","","2024-11-14 09:29:03"
"Bamboo Voyages TA","","","","","","","","","","","","","","","","2023-06-04 15:33:01"
"BAN CHẤP HÀNH CÔNG ĐOÀN CÔNG TY TNHH GEAR GAMES VIETNAM","","nhutq@geargames.com","","","","","Phòng 17-01, tầng 17, tòa nhà Prime Centre, số 53 Quang Trung, phường Hai Bà Trưng, thành phố Hà Nội, Việt Nam","","","","","","","KHONG","Corporate","2026-04-02 17:30:32"
"Bangkok Produce Merchandising Public Company Limited","","","","","","","","","Vietnam","","","","","","","2025-01-02 16:16:00"
"Bangkok Produce Merchandising Public Company Limited","","","","","","","","","Vietnam","","","","","","","2025-01-02 16:04:09"
"Bangkok Produce Merchandising Public Company Limited  Head Office","","","","","","","","","Vietnam","","","","","","","2025-01-02 16:17:19"
"Bạn Hữu Hành travel","","","","","","","","","Vietnam","","","","","","","2025-03-29 15:32:44"
"Ban quản lý các Dự án hỗ trợ phòng, chống HIV/AIDS","","","","","","","","","Vietnam","","","","","","","2024-08-27 13:54:51"
"Ban Quản Lý Đề Án Dạy và Học Ngoại Ngữ Trong Hệ Thống Giáo Dục Quốc Dân","","Lehang277@gmail.com","","","","","Số 18/30 Phố Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","","","","","","","0106465929","","2024-07-25 15:03:35"
" BAN QUẢN LÝ DỰ ÁN CÁC CÔNG TRÌNH ĐIỆN MIỀN NAM - CHI NHÁNH TỔNG CÔNG TY TRUYỀN TẢI ĐIỆN QUỐC GIA","","","","","","","610 Võ Văn Kiệt, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam","","","","","","","0102743068-003","","2026-02-05 16:20:34"
"Ban quản lý dự án – Chi nhánh Công ty Công nghệ thông tin VNPT","","tuannq@vnpt.vn","","","","","Số 57 Phố Huỳnh Thúc Kháng, Phường Láng, Thành Phố Hà Nội, Việt Nam","","","","","","","0108212803-001","","2025-11-21 11:27:44"
"Ban Quản lý dự án “Hỗ trợ phát triển Trung tâm Đổi mới sáng tạo Quốc gia”","","","","","","","","","Vietnam","","","","","","","2024-04-25 13:09:14"
"Ban Quản lý Dự án Nhiệt điện Vĩnh Tân - Chi nhánh Tổng Công ty Phát điện 3 - Công ty Cổ phần.","","","","","","","","","Vietnam","","","","","","","2025-08-19 08:35:49"
"BAN QUẢN LÝ DỰ ÁN XÂY DỰNG THÀNH PHỐ THÔNG MINH TỈNH QUẢNG NAM (THÀNH PHỐ TAM KỲ)","","","","","","","","","Vietnam","","","","","","","2024-10-01 09:38:10"
